//abbbbbb,,,,,,,,GPS track angle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,start: a,3356.05315,1851.76953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,b,3356.00856,1852.06961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$GNRMC,103548,V,,,,,,,10921,,,M,V*2A,,,c,3355.88316,1852.05688,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$GNRMC,103549,V,,,,,,,10921,,,M,V*2B,,,d,3355.91675,1851.73418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$GNRMC,103550,V,,,,,,,10921,,,M,V*23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$GNRMC,103551,V,,,,,,,10921,,,M,V*22,,,,,,,,,,,,,,,,,,,,,,,0.00,7.34870953356132E-05,0.468186284383192,,,,,,,,,,,,,,,
$GNRMC,103552,V,,,,,,,10921,,,M,V*21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$GNRMC,103553,V,,,,,,,10921,,,M,V*20,,,,,,,,,latitude,longitude,,Lat-sec,long-sec,Latitude-deg,Long-deg,Lat-final-deg,Long-final-deg,Lat-fin-rad,Long-fin-rad,a,c,distance(m),displacement(m),Reference bearing,,,,,,,,,,,,,,,,
$GNRMC,103555.005,A,3356.05315,S,1851.76953,E,0.53,0,10921,,,E,V*1E,,,,,,,,,3356.05315,1851.76953,0,93.421916666667,86.2825500000001,33,18,33.9342191666667,18.8628255,0.5922638535517,0.329218411204146,0,0,0,0.00,100.152457804072,,,,,,,,,,,,,,,,
$GNRMC,103555.995,A,3356.05291,S,1851.76913,E,0.63,0,10921,,,A,V*10,,,,,,,,,3356.05291,1851.76913,0,93.4215166666665,86.2818833333332,33,18,33.9342151666667,18.8628188333333,0.59226378373853,0.329218294848862,3.54834389159851E-15,1.191359541297E-07,0.75901516376032,0.76,100.152457804072,,,,,,,,,,,,,,,,
$GNRMC,103557,A,3356.05248,S,1851.76873,E,0.89,0,10921,,,A,V*10,,,,,,,,,3356.05248,1851.76873,0,93.4207999999997,86.2812166666667,33,18,33.934208,18.8628121666667,0.5922636586566,0.329218178493579,6.24124680535046E-15,1.58003124087475E-07,1.0066379035613,1.77,100.152457804072,,,,,,,,,,,,,,,,
$GNRMC,103558,A,3356.05195,S,1851.76845,E,0.39,0,10921,,,A,V*12,,,,,,,,,3356.05195,1851.76845,0,93.4199166666667,86.2807500000001,33,18,33.9341991666667,18.8628075,0.592263504485849,0.32921809704488,7.08379381565965E-15,1.68330553562444E-07,1.07243395674633,2.84,100.152457804072,,,,,,,,,,,,,,,,
